Image #, Neuron #, Time Event,Censored,Constructs,Experiment
G1,,72,1,52iALS,JK14-21
G1,,12,1,52iALS,JK14-21
G1,,12,1,52iALS,JK14-21
G10,,156,0,465iCTR-LBCn1,JK14-21
G10,,96,1,465iCTR-LBCn1,JK14-21
G2,,156,0,52iALS,JK14-21
G2,,36,1,52iALS,JK14-21
G2,,120,1,52iALS,JK14-21
G2,,108,1,52iALS,JK14-21
G3,,156,0,52iALS,JK14-21
G3,,156,0,52iALS,JK14-21
G3,,36,1,52iALS,JK14-21
G3,,36,1,52iALS,JK14-21
G3,,156,0,52iALS,JK14-21
G3,,156,0,52iALS,JK14-21
G3,,156,0,52iALS,JK14-21
G5,,156,0,465iCTR-LBCn1,JK14-21
G7,,156,0,52iALS,JK14-21
G7,,36,1,52iALS,JK14-21
G7,,156,0,52iALS,JK14-21
H3,,156,0,52iALS,JK14-21
H3,,156,0,52iALS,JK14-21
H3,,156,0,52iALS,JK14-21
H5,,24,1,465iCTR-LBCn1,JK14-21
H5,,36,1,465iCTR-LBCn1,JK14-21
H6,,36,1,465iCTR-LBCn1,JK14-21
H6,,24,1,465iCTR-LBCn1,JK14-21
H6,,156,0,465iCTR-LBCn1,JK14-21
A1,,96,1,188iCTR-LBCn3,JK14-21
A1,,156,0,188iCTR-LBCn3,JK14-21
A1,,36,1,188iCTR-LBCn3,JK14-21
A3,,48,1,188iCTR-LBCn3,JK14-21
A3,,96,1,188iCTR-LBCn3,JK14-21
A3,,96,1,188iCTR-LBCn3,JK14-21
A3,,60,1,188iCTR-LBCn3,JK14-21
A4,,120,1,702iCTR-LBCn1,JK14-21
A4,,72,1,702iCTR-LBCn1,JK14-21
A4,,156,0,702iCTR-LBCn1,JK14-21
A5,,96,1,702iCTR-LBCn1,JK14-21
A5,,108,1,702iCTR-LBCn1,JK14-21
A5,,48,1,702iCTR-LBCn1,JK14-21
A5,,120,1,702iCTR-LBCn1,JK14-21
A5,,48,1,702iCTR-LBCn1,JK14-21
A6,,120,1,702iCTR-LBCn1,JK14-21
A6,,156,0,702iCTR-LBCn1,JK14-21
A6,,48,1,702iCTR-LBCn1,JK14-21
A6,,156,0,702iCTR-LBCn1,JK14-21
A9,,48,1,29iALS-ISO,JK14-21
A9,,48,1,29iALS-ISO,JK14-21
A9,,96,1,29iALS-ISO,JK14-21
B1,,108,1,188iCTR-LBCn3,JK14-21
B1,,108,1,188iCTR-LBCn3,JK14-21
B1,,96,1,188iCTR-LBCn3,JK14-21
B10,,48,1,29iALS,JK14-21
B10,,96,1,29iALS,JK14-21
B10,,120,1,29iALS,JK14-21
B10,,156,0,29iALS,JK14-21
B10,,96,1,29iALS,JK14-21
B10,,156,0,29iALS,JK14-21
B10,,48,1,29iALS,JK14-21
B10,,96,1,29iALS,JK14-21
B4,,156,0,702iCTR-LBCn1,JK14-21
B4,,156,0,702iCTR-LBCn1,JK14-21
B6,,156,0,702iCTR-LBCn1,JK14-21
B6,,96,1,702iCTR-LBCn1,JK14-21
B7,,48,1,29iALS-ISO,JK14-21
B7,,156,0,29iALS-ISO,JK14-21
B7,,48,1,29iALS-ISO,JK14-21
B7,,120,1,29iALS-ISO,JK14-21
B7,,156,0,29iALS-ISO,JK14-21
B8,,96,1,29iALS-ISO,JK14-21
C10,,156,0,29iALS,JK14-21
C10,,60,1,29iALS,JK14-21
C10,,156,0,29iALS,JK14-21
C10,,156,0,29iALS,JK14-21
C10,,36,1,29iALS,JK14-21
C2,,156,0,188iCTR-LBCn3,JK14-21
C2,,12,1,188iCTR-LBCn3,JK14-21
C2,,96,1,188iCTR-LBCn3,JK14-21
C2,,108,1,188iCTR-LBCn3,JK14-21
C2,,48,1,188iCTR-LBCn3,JK14-21
C4,,48,1,702iCTR-LBCn1,JK14-21
C4,,84,1,702iCTR-LBCn1,JK14-21
C4,,120,1,702iCTR-LBCn1,JK14-21
C4,,156,0,702iCTR-LBCn1,JK14-21
C5,,48,1,702iCTR-LBCn1,JK14-21
C5,,36,1,702iCTR-LBCn1,JK14-21
C5,,120,1,702iCTR-LBCn1,JK14-21
C9,,156,0,29iALS-ISO,JK14-21
C9,,12,1,29iALS-ISO,JK14-21
C9,,156,0,29iALS-ISO,JK14-21
C9,,12,1,29iALS-ISO,JK14-21
C9,,60,1,29iALS-ISO,JK14-21
C9,,108,1,29iALS-ISO,JK14-21
C9,,72,1,29iALS-ISO,JK14-21
D4,,24,1,702iCTR-LBCn1,JK14-21
D4,,96,1,702iCTR-LBCn1,JK14-21
D5,,48,1,702iCTR-LBCn1,JK14-21
D5,,96,1,702iCTR-LBCn1,JK14-21
D6,,144,1,702iCTR-LBCn1,JK14-21
D6,,108,1,702iCTR-LBCn1,JK14-21
D6,,156,0,702iCTR-LBCn1,JK14-21
D6,,156,0,702iCTR-LBCn1,JK14-21
D6,,84,1,702iCTR-LBCn1,JK14-21
D6,,120,1,702iCTR-LBCn1,JK14-21
D6,,156,0,702iCTR-LBCn1,JK14-21
D6,,84,1,702iCTR-LBCn1,JK14-21
D8,,36,1,29iALS-ISO,JK14-21
E1,,36,1,188iCTR-LBCn3,JK14-21
E1,,120,1,188iCTR-LBCn3,JK14-21
E1,,48,1,188iCTR-LBCn3,JK14-21
E1,,156,0,188iCTR-LBCn3,JK14-21
E1,,108,1,188iCTR-LBCn3,JK14-21
E12,,48,1,29iALS-ISO,JK14-21
E3,,24,1,188iCTR-LBCn3,JK14-21
E3,,12,1,188iCTR-LBCn3,JK14-21
E3,,120,1,188iCTR-LBCn3,JK14-21
E5,,36,1,702iCTR-LBCn1,JK14-21
E5,,108,1,702iCTR-LBCn1,JK14-21
E6,,120,1,702iCTR-LBCn1,JK14-21
E6,,156,0,702iCTR-LBCn1,JK14-21
E6,,24,1,702iCTR-LBCn1,JK14-21
E6,,96,1,702iCTR-LBCn1,JK14-21
E6,,12,1,702iCTR-LBCn1,JK14-21
E9,,120,1,29iALS-ISO,JK14-21
E9,,96,1,29iALS-ISO,JK14-21
E9,,36,1,29iALS-ISO,JK14-21
F1,,48,1,188iCTR-LBCn3,JK14-21
F1,,72,1,188iCTR-LBCn3,JK14-21
F1,,36,1,188iCTR-LBCn3,JK14-21
F1,,36,1,188iCTR-LBCn3,JK14-21
F1,,84,1,188iCTR-LBCn3,JK14-21
F1,,48,1,188iCTR-LBCn3,JK14-21
F12,,96,1,29iALS,JK14-21
F12,,156,0,29iALS,JK14-21
F12,,36,1,29iALS,JK14-21
F12,,60,1,29iALS,JK14-21
F2,,12,1,188iCTR-LBCn3,JK14-21
F2,,156,0,188iCTR-LBCn3,JK14-21
F2,,144,1,188iCTR-LBCn3,JK14-21
F5,,156,0,702iCTR-LBCn1,JK14-21
F5,,120,1,702iCTR-LBCn1,JK14-21
F5,,156,0,702iCTR-LBCn1,JK14-21
F8,,156,0,29iALS-ISO,JK14-21
F8,,156,0,29iALS-ISO,JK14-21
F8,,156,0,29iALS-ISO,JK14-21
F8,,144,1,29iALS-ISO,JK14-21
G1,,132,1,188iCTR-LBCn3,JK14-21
G1,,48,1,188iCTR-LBCn3,JK14-21
G1,,156,0,188iCTR-LBCn3,JK14-21
G1,,84,1,188iCTR-LBCn3,JK14-21
G1,,96,1,188iCTR-LBCn3,JK14-21
G4,,156,0,702iCTR-LBCn1,JK14-21
G4,,156,0,702iCTR-LBCn1,JK14-21
G4,,60,1,702iCTR-LBCn1,JK14-21
G4,,144,1,702iCTR-LBCn1,JK14-21
G6,,36,1,702iCTR-LBCn1,JK14-21
G6,,36,1,702iCTR-LBCn1,JK14-21
G6,,156,0,702iCTR-LBCn1,JK14-21
G6,,72,1,702iCTR-LBCn1,JK14-21
G6,,36,1,702iCTR-LBCn1,JK14-21
G9,,36,1,29iALS-ISO,JK14-21
G9,,156,0,29iALS-ISO,JK14-21
G9,,84,1,29iALS-ISO,JK14-21
H1,,156,0,188iCTR-LBCn3,JK14-21
H10,,132,1,29iALS,JK14-21
H10,,156,0,29iALS,JK14-21
H10,,48,1,29iALS,JK14-21
H3,,156,0,188iCTR-LBCn3,JK14-21
H3,,156,0,188iCTR-LBCn3,JK14-21
H3,,48,1,188iCTR-LBCn3,JK14-21
H5,,48,1,702iCTR-LBCn1,JK14-21
H5,,156,0,702iCTR-LBCn1,JK14-21
B5,,24,1,465iCTR-LBCn1,JK22-29
B5,,48,1,465iCTR-LBCn1,JK22-29
B5,,72,1,465iCTR-LBCn1,JK22-29
B6,,120,1,465iCTR-LBCn1,JK22-29
B6,,48,1,465iCTR-LBCn1,JK22-29
C6,,120,1,465iCTR-LBCn1,JK22-29
C6,,72,1,465iCTR-LBCn1,JK22-29
C6,,24,1,465iCTR-LBCn1,JK22-29
C6,,24,1,465iCTR-LBCn1,JK22-29
D6,,72,1,465iCTR-LBCn1,JK22-29
D6,,144,1,465iCTR-LBCn1,JK22-29
D6,,48,1,465iCTR-LBCn1,JK22-29
D6,,156,0,465iCTR-LBCn1,JK22-29
D6,,72,1,465iCTR-LBCn1,JK22-29
E6,,48,1,465iCTR-LBCn1,JK22-29
E6,,96,1,465iCTR-LBCn1,JK22-29
E6,,72,1,465iCTR-LBCn1,JK22-29
E6,,72,1,465iCTR-LBCn1,JK22-29
E6,,156,0,465iCTR-LBCn1,JK22-29
E6,,156,0,465iCTR-LBCn1,JK22-29
E7,,156,0,465iCTR-LBCn1,JK22-29
E7,,72,1,465iCTR-LBCn1,JK22-29
E7,,72,1,465iCTR-LBCn1,JK22-29
F9,,120,1,29iALS-ISO,JK22-29
F9,,156,0,29iALS-ISO,JK22-29
F9,,120,1,29iALS-ISO,JK22-29
F9,,72,1,29iALS-ISO,JK22-29
G6,,24,1,465iCTR-LBCn1,JK22-29
G6,,24,1,465iCTR-LBCn1,JK22-29
G6,,156,0,465iCTR-LBCn1,JK22-29
G6,,24,1,465iCTR-LBCn1,JK22-29
G8,,156,0,29iALS-ISO,JK22-29
G9,,48,1,29iALS-ISO,JK22-29
G9,,72,1,29iALS-ISO,JK22-29
G9,,120,1,29iALS-ISO,JK22-29
H6,,48,1,465iCTR-LBCn1,JK22-29
H6,,24,1,465iCTR-LBCn1,JK22-29
H6,,48,1,465iCTR-LBCn1,JK22-29
H6,,72,1,465iCTR-LBCn1,JK22-29
A4,,156,0,188iCTR-LBCn3,JK22-29
A4,,156,0,188iCTR-LBCn3,JK22-29
A4,,156,0,188iCTR-LBCn3,JK22-29
B4,,120,1,188iCTR-LBCn3,JK22-29
B4,,144,1,188iCTR-LBCn3,JK22-29
B4,,96,1,188iCTR-LBCn3,JK22-29
B4,,156,0,188iCTR-LBCn3,JK22-29
B5,,48,1,188iCTR-LBCn3,JK22-29
B5,,96,1,188iCTR-LBCn3,JK22-29
B5,,72,1,188iCTR-LBCn3,JK22-29
B5,,156,0,188iCTR-LBCn3,JK22-29
B5,,24,1,188iCTR-LBCn3,JK22-29
C4,,156,0,188iCTR-LBCn3,JK22-29
C4,,156,0,188iCTR-LBCn3,JK22-29
C4,,120,1,188iCTR-LBCn3,JK22-29
C4,,120,1,188iCTR-LBCn3,JK22-29
D10,,72,1,29iALS,JK22-29
D10,,72,1,29iALS,JK22-29
D10,,72,1,29iALS,JK22-29
D10,,156,0,29iALS,JK22-29
D10,,156,0,29iALS,JK22-29
D10,,120,1,29iALS,JK22-29
D10,,24,1,29iALS,JK22-29
D10,,72,1,29iALS,JK22-29
D10,,120,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,72,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
E11,,156,0,29iALS,JK22-29
E11,,156,0,29iALS,JK22-29
E11,,156,0,29iALS,JK22-29
E11,,72,1,29iALS,JK22-29
E11,,156,0,29iALS,JK22-29
E4,,156,0,188iCTR-LBCn3,JK22-29
E4,,72,1,188iCTR-LBCn3,JK22-29
E4,,72,1,188iCTR-LBCn3,JK22-29
E4,,72,1,188iCTR-LBCn3,JK22-29
E4,,24,1,188iCTR-LBCn3,JK22-29
E4,,156,0,188iCTR-LBCn3,JK22-29
E4,,24,1,188iCTR-LBCn3,JK22-29
F10,,120,1,29iALS,JK22-29
F10,,48,1,29iALS,JK22-29
F10,,156,0,29iALS,JK22-29
F10,,144,1,29iALS,JK22-29
F10,,156,0,29iALS,JK22-29
F10,,24,1,29iALS,JK22-29
F12,,156,0,29iALS,JK22-29
F12,,72,1,29iALS,JK22-29
G10,,72,1,29iALS,JK22-29
G10,,156,0,29iALS,JK22-29
G10,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,96,1,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A11,,48,1,29iALS,JK22-29
A11,,156,0,29iALS,JK22-29
A5,,24,1,188iCTR-LBCn3,JK22-29
A5,,24,1,188iCTR-LBCn3,JK22-29
A5,,120,1,188iCTR-LBCn3,JK22-29
A5,,96,1,188iCTR-LBCn3,JK22-29
A5,,156,0,188iCTR-LBCn3,JK22-29
B12,,156,0,29iALS,JK22-29
B12,,156,0,29iALS,JK22-29
B12,,156,0,29iALS,JK22-29
B12,,120,1,29iALS,JK22-29
B12,,144,1,29iALS,JK22-29
B12,,156,0,29iALS,JK22-29
B12,,144,1,29iALS,JK22-29
B12,,96,1,29iALS,JK22-29
B12,,156,0,29iALS,JK22-29
B7,,156,0,188iCTR-LBCn3,JK22-29
B7,,156,0,188iCTR-LBCn3,JK22-29
B7,,144,1,188iCTR-LBCn3,JK22-29
B7,,24,1,188iCTR-LBCn3,JK22-29
B7,,144,1,188iCTR-LBCn3,JK22-29
B7,,72,1,188iCTR-LBCn3,JK22-29
B7,,96,1,188iCTR-LBCn3,JK22-29
B8,,156,0,188iCTR-LBCn3,JK22-29
B8,,156,0,188iCTR-LBCn3,JK22-29
B8,,156,0,188iCTR-LBCn3,JK22-29
B8,,96,1,188iCTR-LBCn3,JK22-29
B8,,120,1,188iCTR-LBCn3,JK22-29
B8,,144,1,188iCTR-LBCn3,JK22-29
B8,,144,1,188iCTR-LBCn3,JK22-29
B8,,48,1,188iCTR-LBCn3,JK22-29
B8,,96,1,188iCTR-LBCn3,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,120,1,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,24,1,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C10,,156,0,29iALS,JK22-29
C12,,156,0,29iALS,JK22-29
C12,,72,1,29iALS,JK22-29
C12,,156,0,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,48,1,29iALS,JK22-29
D11,,48,1,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,48,1,29iALS,JK22-29
D11,,120,1,29iALS,JK22-29
D11,,72,1,29iALS,JK22-29
D11,,72,1,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,144,1,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,156,0,29iALS,JK22-29
D11,,96,1,29iALS,JK22-29
D5,,24,1,188iCTR-LBCn3,JK22-29
D5,,72,1,188iCTR-LBCn3,JK22-29
D5,,156,0,188iCTR-LBCn3,JK22-29
D5,,48,1,188iCTR-LBCn3,JK22-29
D5,,72,1,188iCTR-LBCn3,JK22-29
D5,,144,1,188iCTR-LBCn3,JK22-29
D5,,120,1,188iCTR-LBCn3,JK22-29
D5,,156,0,188iCTR-LBCn3,JK22-29
D5,,48,1,188iCTR-LBCn3,JK22-29
D5,,96,1,188iCTR-LBCn3,JK22-29
D5,,144,1,188iCTR-LBCn3,JK22-29
E7,,144,1,188iCTR-LBCn3,JK22-29
E7,,96,1,188iCTR-LBCn3,JK22-29
E7,,156,0,188iCTR-LBCn3,JK22-29
E7,,156,0,188iCTR-LBCn3,JK22-29
E7,,156,0,188iCTR-LBCn3,JK22-29
E7,,24,1,188iCTR-LBCn3,JK22-29
E7,,156,0,188iCTR-LBCn3,JK22-29
E7,,24,1,188iCTR-LBCn3,JK22-29
E8,,96,1,188iCTR-LBCn3,JK22-29
E8,,120,1,188iCTR-LBCn3,JK22-29
E8,,156,0,188iCTR-LBCn3,JK22-29
E8,,48,1,188iCTR-LBCn3,JK22-29
E8,,72,1,188iCTR-LBCn3,JK22-29
E8,,24,1,188iCTR-LBCn3,JK22-29
E8,,24,1,188iCTR-LBCn3,JK22-29
E9,,156,0,188iCTR-LBCn3,JK22-29
E9,,48,1,188iCTR-LBCn3,JK22-29
E9,,120,1,188iCTR-LBCn3,JK22-29
E9,,144,1,188iCTR-LBCn3,JK22-29
E9,,156,0,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,48,1,188iCTR-LBCn3,JK22-29
F5,,48,1,188iCTR-LBCn3,JK22-29
F5,,96,1,188iCTR-LBCn3,JK22-29
F5,,156,0,188iCTR-LBCn3,JK22-29
F5,,144,1,188iCTR-LBCn3,JK22-29
F5,,24,1,188iCTR-LBCn3,JK22-29
F8,,48,1,188iCTR-LBCn3,JK22-29
F8,,156,0,188iCTR-LBCn3,JK22-29
F8,,96,1,188iCTR-LBCn3,JK22-29
F8,,156,0,188iCTR-LBCn3,JK22-29
F8,,156,0,188iCTR-LBCn3,JK22-29
F8,,72,1,188iCTR-LBCn3,JK22-29
F8,,48,1,188iCTR-LBCn3,JK22-29
F8,,24,1,188iCTR-LBCn3,JK22-29
F9,,48,1,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,24,1,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,120,1,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
F9,,156,0,188iCTR-LBCn3,JK22-29
G7,,72,1,188iCTR-LBCn3,JK22-29
G7,,156,0,188iCTR-LBCn3,JK22-29
G7,,96,1,188iCTR-LBCn3,JK22-29
G7,,96,1,188iCTR-LBCn3,JK22-29
G7,,24,1,188iCTR-LBCn3,JK22-29
G7,,48,1,188iCTR-LBCn3,JK22-29
G7,,156,0,188iCTR-LBCn3,JK22-29
G9,,144,1,188iCTR-LBCn3,JK22-29
G9,,96,1,188iCTR-LBCn3,JK22-29
G9,,156,0,188iCTR-LBCn3,JK22-29
G9,,156,0,188iCTR-LBCn3,JK22-29
G9,,144,1,188iCTR-LBCn3,JK22-29
G9,,156,0,188iCTR-LBCn3,JK22-29
G9,,72,1,188iCTR-LBCn3,JK22-29
G9,,72,1,188iCTR-LBCn3,JK22-29
H7,,24,1,188iCTR-LBCn3,JK22-29
H7,,96,1,188iCTR-LBCn3,JK22-29
H7,,156,0,188iCTR-LBCn3,JK22-29
H7,,120,1,188iCTR-LBCn3,JK22-29
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A10,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,156,0,29iALS,JK48-52
A11,,48,1,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,24,1,29iALS,JK48-52
A12,,96,1,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A12,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,120,1,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A7,,156,0,29iALS,JK48-52
A8,,144,1,29iALS,JK48-52
A8,,156,0,29iALS,JK48-52
A8,,96,1,29iALS,JK48-52
A8,,72,1,29iALS,JK48-52
A8,,144,1,29iALS,JK48-52
A8,,156,0,29iALS,JK48-52
A8,,144,1,29iALS,JK48-52
A8,,156,0,29iALS,JK48-52
A8,,144,1,29iALS,JK48-52
A8,,156,0,29iALS,JK48-52
A9,,120,1,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,156,0,29iALS,JK48-52
A9,,144,1,29iALS,JK48-52
B10,,96,1,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,72,1,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B10,,120,1,29iALS,JK48-52
B10,,156,0,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,48,1,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,144,1,29iALS,JK48-52
B11,,120,1,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B11,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,144,1,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B12,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,48,1,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,120,1,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B7,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,120,1,29iALS,JK48-52
B8,,120,1,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B8,,96,1,29iALS,JK48-52
B8,,120,1,29iALS,JK48-52
B8,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,120,1,29iALS,JK48-52
B9,,144,1,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,48,1,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,144,1,29iALS,JK48-52
B9,,144,1,29iALS,JK48-52
B9,,72,1,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
B9,,156,0,29iALS,JK48-52
C10,,96,1,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,24,1,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,48,1,29iALS,JK48-52
C10,,144,1,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,156,0,29iALS,JK48-52
C10,,96,1,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,120,1,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C11,,24,1,29iALS,JK48-52
C11,,156,0,29iALS,JK48-52
C12,,48,1,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C12,,144,1,29iALS,JK48-52
C12,,96,1,29iALS,JK48-52
C12,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,96,1,29iALS,JK48-52
C7,,120,1,29iALS,JK48-52
C7,,48,1,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C7,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,24,1,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C8,,156,0,29iALS,JK48-52
C9,,48,1,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
C9,,48,1,29iALS,JK48-52
C9,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,144,1,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D10,,156,0,29iALS,JK48-52
D11,,156,0,29iALS,JK48-52
